,id,title,title_original,genres,director,keywords,cast
86,32236,Layer Cake (Crimen organizado),Layer Cake,"['Drama', 'Suspense', 'Crimen']",['Matthew Vaughn'],"['london england', 'kidnapping', 'ecstasy', 'drug traffic', 'cocaine', 'drug mule', 'hitman', 'mission of murder', 'gangster', 'planned murder', 'drug smuggle', 'murder', 'cafe', 'violence', 'rooftop', 'cult film', 'neo-noir', 'crack head']","['Daniel Craig', 'Tom Hardy', 'Colm Meaney', 'George Harris', 'Sally Hawkins']"
87,32492,Legally Blonde,Legally Blonde,[],[],[],[]
88,32978,Liar Liar,Liar Liar,[],[],[],[]
89,33123,Lilo & Stitch,Lilo & Stitch,[],[],[],[]
90,33407,Lo imposible,Lo imposible,[],[],[],[]
91,33466,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",[],[],[],[]
92,33627,Lord of War,Lord of War,[],[],[],[]
93,34144,Love and Other Impossible Pursuits,Love and Other Impossible Pursuits,[],[],[],[]
94,34336,Lucky Number Slevin,Lucky Number Slevin,[],[],[],[]
95,34719,Magic in the Moonlight,Magic in the Moonlight,[],[],[],[]
96,34726,Magic Mike,Magic Mike,[],[],[],[]
97,35025,Mamma Mia!,Mamma Mia!,[],[],[],[]
98,35212,Maps to the Stars,Maps to the Stars,[],[],[],[]
99,35538,Mary Poppins,Mary Poppins,[],[],[],[]
100,36125,Men in Black 3,Men in Black 3,[],[],[],[]
101,36916,Million Dollar Arm,Million Dollar Arm,[],[],[],[]
102,37076,Mirror Mirror,Mirror Mirror,[],[],[],[]
103,37104,Misery,Misery,[],[],[],[]
104,37459,"Monsters, Inc.","Monsters, Inc.",[],[],[],[]
105,38329,My Week with Marilyn,My Week with Marilyn,[],[],[],[]
106,38622,National Treasure,National Treasure,[],[],[],[]
107,38623,National Treasure: Book of Secrets,National Treasure: Book of Secrets,[],[],[],[]
108,38986,Nicholas Nickleby,Nicholas Nickleby,[],[],[],[]
109,39699,Notting Hill,Notting Hill,[],[],[],[]
110,39770,Now You See Me,Now You See Me,[],[],[],[]
111,40681,Once Upon a Time in Mexico,Once Upon a Time in Mexico,[],[],[],[]
112,40734,One for the Money,One for the Money,[],[],[],[]
113,41498,Oz the Great and Powerful,Oz the Great and Powerful,[],[],[],[]
114,41697,Panic Room,Panic Room,[],[],[],[]
115,42174,Pawn,Pawn,[],[],[],[]
116,42790,"π, fe en el caos",Pi,"['Misterio', 'Drama', 'Suspense']",['Darren Aronofsky'],"['hacker', 'mathematician', 'helix', 'headache', 'chaos theory', 'migraine', 'mathematics', 'insanity', 'genius']","['Sean Gullette', 'Mark Margolis', 'Ben Shenkman', 'Samia Shoaib', 'Pamela Hart']"
117,43031,Piratas del Caribe: En el fin del mundo,Pirates of the Caribbean: At World's End,"['Aventura', 'Fantasía', 'Acción']",['Gore Verbinski'],"['exotic island', 'east india trading company', ""love of one's life"", 'traitor', 'shipwreck', 'strong woman', 'alliance', 'afterlife', 'pirate', 'swashbuckler', 'aftercreditsstinger', 'based on young adult novel']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård', 'Chow Yun-Fat']"
