,Unnamed: 0,id,title,title_original,genres,director,keywords,cast,genre_empty
1571,1571,23873,Dale duro,Get Hard,['Comedia'],['Etan Cohen'],"['prison', 'training', 'framed', 'embezzlement']","['Will Ferrell', 'Kevin Hart', 'Alison Brie', 'Craig T. Nelson', 'T.I.']",11
1648,1648,27714,Insidious,Insidious,"['Terror', 'Suspense']",['James Wan'],"['medium', 'evil spirit', 'house warming', 'aftercreditsstinger']","['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins', 'Lin Shaye', 'Barbara Hershey']",22
1649,1649,28107,"It's Me, Hilary: The Man Who Drew Eloise","It's Me, Hilary: The Man Who Drew Eloise",['Documental'],['Matt Wolf'],['short'],"['Hilary Knight', 'Lena Dunham']",14
1691,1691,29972,Los juegos del desmadre,Knights of Badassdom,"['Aventura', 'Fantasía', 'Terror', 'Comedia']",['Joe Lynch'],"['magic', 'supernatural', 'murder', 'role playing', 'gore', 'break-up', 'drugs', 'devil', 'live action role playing', 'larp', 'succubus', 'renaissance fair']","['Peter Dinklage', 'Ryan Kwanten', 'Summer Glau', 'Steve Zahn', 'Margarita Levieva']",45
1693,1693,29978,Lío embarazoso,Knocked Up,"['Comedia', 'Romance', 'Drama']",['Judd Apatow'],"['alcohol', 'one-night stand', 'bed', 'pregnancy and birth', 'condom', 'paternity', 'drug use', 'beard', 'unprotected sex', 'duringcreditsstinger']","['Seth Rogen', 'Katherine Heigl', 'Leslie Mann', 'Paul Rudd', 'Jason Segel']",31
1736,1736,33566,El único superviviente,Lone Survivor,"['Acción', 'Drama', 'Suspense', 'Bélica']",['Peter Berg'],"['based on novel or book', 'afghanistan', 'biography', 'taliban', 'survival', 'navy seal', 'military', 'dangerous mission']","['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster', 'Eric Bana']",41
1775,1775,37124,La señorita Julia,Miss Julie,['Drama'],['Liv Ullmann'],"['love triangle', 'love', 'irish', 'valet', 'woman director', '19th century']","['Jessica Chastain', 'Colin Farrell', 'Samantha Morton', 'Nora McMenamy']",9
1815,1815,42060,Camino a la guerra,Path to War,"['Acción', 'Drama', 'Suspense']",['John Frankenheimer'],[],"['Michael Gambon', 'Donald Sutherland', 'Alec Baldwin', 'Bruce McGill', 'Philip Baker Hall']",31
2190,2190,64893,Gernika,Gernika,"['Drama', 'Bélica', 'Romance']",['Koldo Serra'],"['civil war', 'spain', 'journalist', 'war', 'based on true events', 'wartime romance', '1930s']","[""James D'Arcy"", 'María Valverde', 'Jack Davenport', 'Natalia Álvarez-Bilbao', 'Irene Escolar']",30
2281,2281,68620,A Christmas Melody,A Christmas Melody,"['Comedia', 'Música', 'Romance', 'Película de TV']",['Mariah Carey'],"['woman director', 'christmas']","['Fina Strazza', 'Lacey Chabert', 'Mariah Carey', 'Brennan Elliott', 'Kathy Najimy']",50
2321,2321,69120,No respires,Don't Breathe,"['Crimen', 'Terror', 'Suspense']",['Fede Alvarez'],"['kidnapping', 'thief', 'teenager', 'violence', 'held captive', 'blind', 'break in', 'blind man', 'trapped in a house']","['Jane Levy', 'Dylan Minnette', 'Daniel Zovatto', 'Stephen Lang', 'Franciska Töröcsik']",32
2492,2492,78306,Mommy Dead and Dearest,Mommy Dead and Dearest,"['Crimen', 'Documental']",['Erin Lee Carr'],"['child abuse', 'killing', 'mother daughter relationship']","['Gypsey Rose', 'Jim Arnott', 'Kristy Blanchard', 'Rod Blanchard']",24
2536,2536,84781,Spielberg,Spielberg,"['Documental', 'Película de TV']",['Susan Lacy'],"['movie business', 'biography']","['Steven Spielberg', 'Martin Scorsese', 'Richard Dreyfuss', 'Francis Ford Coppola', 'Tom Hanks']",32
2538,2538,84790,War Dog: A Soldier's Best Friend,War Dog: A Soldier's Best Friend,['Documental'],[],[],[],14
