,Unnamed: 0,id,title,title_original,genres,director,keywords,cast,genre_empty
2688,2688,85829,Valerian y la ciudad de los mil planetas,Valerian and the City of a Thousand Planets,"['Aventura', 'Ciencia ficción', 'Acción']",['Luc Besson'],"['shapeshifting', 'future', 'utopia', 'space travel', 'diversity', 'based on comic', 'alien', 'alien planet', 'energy', 'alien abduction', 'genocide', 'parallel world', 'political intrigue\xa0', 'pacifist', 'space opera', 'military', 'government agent', 'marketplace', 'trapped in space', 'federal government', 'unity', 'cosmopolis']","['Dane DeHaan', 'Cara Delevingne', 'Clive Owen', 'Rihanna', 'Ethan Hawke']",41
2728,2728,87016,Entre ellas,Faut pas lui dire,['Comedia'],['Solange Cicurel'],[],"['Jenifer Bartoli', 'Camille Chamoux', 'Stéphanie Crayencour', 'Tania Garbarski', 'Laurent Capelluto']",11
2729,2729,87018,Geo-tormenta,Geostorm,"['Acción', 'Ciencia ficción', 'Suspense']",['Dean Devlin'],"['artificial intelligence', 'future', 'weather manipulation', 'murder', 'end of the world', 'conspiracy', 'apocalypse', 'outer space', 'storm', 'space shuttle', 'catastrophe', 'global threat', 'environmental disaster', 'international space station', 'overpopulated world']","['Gerard Butler', 'Alexandra Maria Lara', 'Jim Sturgess', 'Abbie Cornish', 'Ed Harris']",41
2730,2730,87419,Marea alta,A Rising Tide,"['Acción', 'Drama', 'Romance']",['Ben Hickernell'],[],"['Hunter Parrish', 'Ashley Grace', 'Tim Daly', 'Quincy Chad', 'Owen Drake']",30
2731,2731,88434,Till Human Voices Wake Us,Till Human Voices Wake Us,"['Drama', 'Misterio', 'Romance', 'Suspense']",['Michael Petroni'],['independent film'],"['Guy Pearce', 'Helena Bonham Carter', 'Frank Gallacher', 'Lindley Joyner', 'Brooke Harman']",44
2732,2732,88450,Ben Bradlee: El hombre del Washington Post,The Newspaperman: The Life and Times of Ben Bradlee,"['Película de TV', 'Documental']",['John Maggio'],['newspaper editor'],"['Benjamin C. Bradlee', 'Carl Bernstein', 'Tom Brokaw', 'Jim Lehrer', 'Sally Quinn']",32
2733,2733,88522,Feliz día de tu muerte,Happy Death Day,"['Terror', 'Misterio', 'Suspense']",['Christopher B. Landon'],"['college', 'murder', 'time loop', 'young adult', 'college student']","['Jessica Rothe', 'Israel Broussard', 'Ruby Modine', 'Rachel Matthews', 'Charles Aitken']",34
2735,2735,88525,Fat Camp,Fat Camp,['Comedia'],['Jennifer Arnold'],[],"['Chris Redd', 'Anabelle Acosta', 'Michael Cienfuegos', 'Mel Rodriguez', 'Vivica A. Fox']",11
2736,2736,88527,Saw VIII (Jigsaw),Jigsaw,"['Crimen', 'Terror', 'Misterio', 'Suspense']","['Michael Spierig', 'Peter Spierig']","['sequel', 'gore', 'blood', 'torture', 'death', 'abduction']","['Matt Passmore', 'Tobin Bell', 'Callum Keith Rennie', 'Hannah Anderson', 'Laura Vandervoort']",44
2737,2737,88530,Lowriders,Lowriders,['Drama'],['Ricardo de Montreuil'],"['artist', 'brother', 'street artist', 'east los angeles', 'los angeles', 'car', 'ex-con', 'young', 'lowrider', 'car culture']","['Demián Bichir', 'Gabriel Chavarria', 'Theo Rossi', 'Melissa Benoist', 'Eva Longoria']",9
2805,2805,89282,Entre dos maridos,The Wilde Wedding,['Comedia'],['Damian Harris'],['wedding'],"['Glenn Close', 'John Malkovich', 'Patrick Stewart', 'Minnie Driver', 'Grace Van Patten']",11
2889,2889,90814,China's Megatomb Revealed,China's Megatomb Revealed,"['Documental', 'Película de TV']","['Hugh Ballantyne', 'Chen Kaige', 'Ben Duncan', 'Ricky Ko', 'Nic Young']",[],['Albert Yu-Min Lin'],32
2890,2890,90919,Ferdinand,Ferdinand,"['Animación', 'Familia', 'Aventura', 'Comedia']",['Carlos Saldanha'],"['spain', 'madrid', 'europe', 'friendship', 'remake', 'anthropomorphism', 'bull', ""based on children's book"", 'capture', 'adaptation']","['John Cena', 'Kate McKinnon', 'Anthony Anderson', 'Bobby Cannavale', 'David Tennant']",47
2891,2891,90945,Dando la nota 3,Pitch Perfect 3,"['Comedia', 'Música']",['Trish Sie'],"['sequel', 'singer', 'acapella', 'uso']","['Anna Kendrick', 'Rebel Wilson', 'Brittany Snow', 'Hailee Steinfeld', 'Elizabeth Banks']",21
2893,2893,90973,Beta Test,Beta Test,"['Suspense', 'Acción', 'Ciencia ficción']",['Nicholas Gyeney'],"['video game', 'gun', 'sword fight', 'conspiracy', 'gamer', 'fighting']","['Manu Bennett', 'Larenz Tate', 'Linden Ashby', 'Kevon Stover', 'Sara Coates']",41
2987,2987,92496,Cover Versions,Cover Versions,"['Misterio', 'Suspense']",['Todd Berger'],[],"['Katie Cassidy', 'Austin Swift', 'Jerry Trainor', 'Drake Bell', 'Debby Ryan']",24
3018,3018,92762,Showing Roots,Showing Roots,"['Comedia', 'Drama']",['Michael Wilson'],['1970s'],"['Maggie Grace', 'Uzo Aduba', 'Viva Bianca', 'Adam Brody', 'Elizabeth McGovern']",20
3019,3019,92763,Story of a Girl,Story of a Girl,['Drama'],['Kyra Sedgwick'],[],"['Ryann Shane', 'Jon Tenney', 'Sosie Bacon', 'Iain Belcher', 'Tyler Johnston']",9
3020,3020,92764,La crucifixión,The Crucifixion,"['Misterio', 'Terror', 'Suspense']",['Xavier Gens'],"['prison', 'journalist', 'nun', 'newspaper', 'exorcism', 'crucifixion', 'investigation', 'priest', 'exorcist', 'demonic possession']","['Sophie Cookson', 'Corneliu Ulici', 'Brittany Ashworth', 'Mathew Zajac', 'Diana Vladu']",34
