,Unnamed: 0,id,title,title_original,genres,director,keywords,cast,genre_empty
887,887,59169,Underworld,Underworld,"['Fantasía', 'Acción', 'Suspense']",['Len Wiseman'],"['budapest', 'subway', ""love of one's life"", 'vampire', 'bite', 'descendant', 'hostility', 'shootout', 'werewolf', 'blunt']","['Kate Beckinsale', 'Scott Speedman', 'Michael Sheen', 'Shane Brolly', 'Bill Nighy']",34
888,888,59235,Soldado universal: Regeneración,Universal Soldier: Regeneration,"['Aventura', 'Acción', 'Ciencia ficción', 'Suspense']",['John Hyams'],"['dynamite', 'hostage', 'superhuman', 'super soldier', 'massacre', 'police car', 'super strength']","['Jean-Claude Van Damme', 'Dolph Lundgren', 'Andrei Arlovski', 'Mike Pyle', 'Corey Johnson']",53
889,889,59295,Tres cerdos y un bebé,Unstable Fables: 3 Pigs & a Baby,"['Familia', 'Animación']",['Howard Baker'],[],"['Jon Cryer', 'Brad Garrett', 'Steve Zahn', 'Tom Kenny', 'Jesse McCartney']",24
890,890,59321,Up in the Air,Up in the Air,"['Drama', 'Romance']",['Jason Reitman'],"['suitcase', 'business', 'omaha', 'las vegas', 'on the road', 'downsizing', 'cross country', 'videoconferencing', 'job termination', 'business trip', 'duringcreditsstinger']","['George Clooney', 'Vera Farmiga', 'Anna Kendrick', 'Danny McBride', 'Jason Bateman']",20
891,891,59349,Impy's Wonderland,Urmel voll in Fahrt,"['Animación', 'Aventura', 'Familia', 'Fantasía']","['Reinhard Klooss', 'Holger Tappe']",[],"['Anke Engelke', 'Christoph Maria Herbst', 'Oliver Kalkofe', 'Wolfgang Völz', 'Oliver Pocher']",48
892,892,59568,Híncame el diente,Vampires Suck,"['Comedia', 'Terror']","['Jason Friedberg', 'Aaron Seltzer']","['vampire', 'high school', 'parody', 'prom', 'spoof', 'horror spoof', 'teenager', 'duringcreditsstinger']","['Chris Riggi', 'Matt Lanter', 'Jenn Proske', 'Ken Jeong', 'Bradley Dodds']",21
893,893,59572,Vamps,Vamps,"['Comedia', 'Romance', 'Terror']",['Amy Heckerling'],"['vampire', 'love', 'woman director']","['Alicia Silverstone', 'Krysten Ritter', 'Sigourney Weaver', 'Richard Lewis', 'Wallace Shawn']",32
894,894,59578,Van Helsing,Van Helsing,"['Terror', 'Aventura', 'Acción']",['Stephen Sommers'],"['transylvania', 'vatican', 'castle', 'vampire', 'dracula', 'bite', 'frankenstein', 'werewolf', 'multiple monsters', 'van helsing', 'mr. hyde']","['Hugh Jackman', 'Kate Beckinsale', 'Richard Roxburgh', 'David Wenham', 'Shuler Hensley']",32
895,895,59580,Van Wilder: Animal Party,National Lampoon's Van Wilder,"['Comedia', 'Romance']",['Walt Becker'],"['sex', 'college', 'locker room', 'doggystyle', 'flirting', 'exposé', 'pug', 'bon bon', 'fraternity pledge', 'greek letter', 'laxative']","['Ryan Reynolds', 'Tara Reid', 'Tim Matheson', 'Kal Penn', 'Simon Helberg']",22
896,896,59591,Vanilla sky,Vanilla Sky,"['Romance', 'Ciencia ficción', 'Fantasía', 'Drama', 'Suspense']",['Cameron Crowe'],"['love triangle', 'regret', 'jealousy', 'amnesia', 'dream', 'ex-girlfriend', ""love of one's life"", 'nightmare', 'surreal', 'face operation', 'time', 'virtual reality', 'plastic surgery', 'illusion', 'life extension', 'puzzle', 'love', 'wealth', 'tragic love', 'confusion', 'memory loss', 'doctor', 'car accident', 'fear', 'relationship', 'heartbreak', 'freak accident', 'disfigured face', 'surgery', 'lost love', 'individuality', 'disfigurement', 'wealthy man', 'flashback']","['Tom Cruise', 'Penélope Cruz', 'Cameron Diaz', 'Kurt Russell', 'Jason Lee']",63
897,897,59635,Juego de campeones,Varsity Blues,"['Comedia', 'Drama', 'Romance']",['Brian Robbins'],"['american football', 'small town', 'texas', 'cheerleader', 'sport', 'party', 'high school sports', 'police car', 'the big game']","['James Van Der Beek', 'Amy Smart', 'Jon Voight', 'Paul Walker', 'Ron Lester']",31
898,898,59910,Vice,Vice,"['Suspense', 'Ciencia ficción', 'Acción', 'Aventura']",['Brian A Miller'],"['artificial intelligence', 'android', 'self-awareness', 'mercenary', 'virtual reality', 'cop', 'resort', 'artificial']","['Ambyr Childers', 'Thomas Jane', 'Bryan Greenberg', 'Bruce Willis', 'Johnathon Schaech']",53
899,899,60049,Viktor,Виктор,"['Suspense', 'Acción', 'Drama', 'Misterio']",['Philippe Martinez'],[],"['Gérard Depardieu', 'Elizabeth Hurley', 'Eli Danker', 'Jean Baptiste Fillon', 'Evgeniya Akhremenko']",43
900,900,60162,Visioneers,Visioneers,['Comedia'],['Jared Drake'],"['dystopia', 'independent film']","['Zach Galifianakis', 'Judy Greer', 'Mía Maestro', 'Missi Pyle', 'James Le Gros']",11
901,901,60170,Visitante de Invierno,Visitante de Invierno,['Terror'],['Sergio Esquenazi'],['suspense'],"['Sandra Ballesteros', 'Santiago Pedrero', 'Ana Cuerdo', 'Diego Alonso Gómez', 'Rolly Serrano']",10
902,902,60173,Angustia en el Hospital Central,Visiting Hours,"['Terror', 'Suspense']",['Jean-Claude Lord'],"['journalist', 'stalking', 'serial killer', 'woman reporter', 'hospital', 'slasher', 'maniac', 'psycho', 'video nasty', 'canuxploitation']","['Lee Grant', 'Michael Ironside', 'Linda Purl', 'William Shatner', 'Lenore Zann']",22
903,903,60489,Sácame del paraíso,Wanderlust,"['Comedia', 'Romance']",['David Wain'],"['hippie', 'commune', 'nudism', 'nude protest', 'aftercreditsstinger', 'duringcreditsstinger']","['Paul Rudd', 'Jennifer Aniston', 'Justin Theroux', 'Malin Åkerman', 'Lauren Ambrose']",22
904,904,60497,Wanted (Se busca),Wanted,"['Acción', 'Suspense', 'Crimen']",['Timur Bekmambetov'],"['loss of loved one', 'assassin', 'secret society', 'mission of murder', 'revenge']","['James McAvoy', 'Angelina Jolie', 'Morgan Freeman', 'Thomas Kretschmann', 'Terence Stamp']",32
905,905,60511,La guerra de los mundos,War of the Worlds,"['Aventura', 'Suspense', 'Ciencia ficción']",['Steven Spielberg'],"['post traumatic stress  disorder', 'new jersey', 'airplane', 'dystopia', 'daughter', 'apocalypse', 'alien invasion', 'human subjugation']","['Tom Cruise', 'Dakota Fanning', 'Miranda Otto', 'Justin Chatwin', 'Tim Robbins']",43
906,906,60581,Wa-shoku ~Beyond Sushi~,Wa-shoku ~Beyond Sushi~,"['Familia', 'Documental']",['Junichi Suzuki'],[],"['Noritoshi Kanai', 'Katsuya Uechi', 'Tyson Cole', 'Tomomi Inada', 'Atsuko Kohata']",25
907,907,60603,Waterworld,Waterworld,"['Acción', 'Aventura', 'Ciencia ficción']",['Kevin Reynolds'],"['diving', 'ocean', 'tattoo', 'sailboat', 'mutant', 'water', 'post-apocalyptic', 'pirate', 'oil tanker', 'environmental disaster', 'reluctant hero']","['Kevin Costner', 'Dennis Hopper', 'Jeanne Tripplehorn', 'R. D. Call', 'Gerard Murphy']",41
910,910,60672,Wedding Palace,Wedding Palace,"['Comedia', 'Romance']",['Christine Yoo'],['woman director'],"['Brian Tee', 'Kang Hye-jung', 'Bobby Lee', 'Jean Yoon', 'Angela Oh']",22
911,911,60686,La mujer explosiva,Weird Science,"['Comedia', 'Romance', 'Fantasía']",['John Hughes'],"['nerd', 'biker', 'teenager', 'morphing', 'male fantasy']","['Anthony Michael Hall', 'Kelly LeBrock', 'Ilan Mitchell-Smith', 'Bill Paxton', 'Suzanne Snyder']",34
912,912,60750,Más allá de los sueños,What Dreams May Come,"['Drama', 'Fantasía', 'Romance']",['Vincent Ward'],"['paradise', 'soul', 'underworld', 'heaven', 'painting', 'hell', 'afterlife', 'spiritism']","['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra', 'Max von Sydow', 'Jessica Brooks Grant']",32
